Player,Team,Camera shake,FOV,Height,Angle,Distance,Stiffness,Swivel speed,Transition speed,Ball camera,Last updated
Rizual,,No,110,100,-3.0,260,0.45,6.00,1.10,Toggle,2021-04-11
rizun,ROE,No,110,90,-4.0,260,0.45,5.00,1.70,Toggle,2023-12-11
Rmn,SHI,No,110,90,-3.0,260,0.60,4.00,1.20,Toggle,2022-01-24
Ronaky,,No,110,90,-5.0,270,0.35,7.20,1.00,Toggle,2024-05-22
roods,MMFS,No,110,120,-5.0,280,0.45,10.00,2.00,Toggle,2022-01-16
RoseBlushes,,No,110,90,-3.0,260,0.55,6.20,1.70,Toggle,2022-10-11
Rotz,WVU,No,110,90,-4.0,270,0.35,3.00,1.00,Toggle,2023-01-17
Roxrz,,No,110,90,-3.0,270,0.35,8.00,1.50,Toggle,2022-04-24
Royales,1,No,109,90,-4.0,270,0.45,8.50,1.90,Toggle,2025-04-30
rust ez95,,No,110,100,-3.0,270,0.45,3.40,1.20,Toggle,2025-01-05
Rw9,FLCN,No,110,100,-5.0,270,0.50,3.50,1.20,Toggle,2025-10-15
Rxii,AH,No,110,100,-5.0,270,0.40,6.20,1.00,Toggle,2021-07-30
ryan,LOUD,No,110,100,-4.0,270,0.50,4.70,1.40,Toggle,2024-04-28
rysfox.,,No,110,100,-3.0,270,0.35,4.00,1.00,Toggle,2023-05-19
Ryzen,RL,No,110,90,-4.0,280,0.50,6.10,1.50,Toggle,2022-06-04
S5-Cosmic,,No,110,90,-4.0,280,0.45,4.20,1.60,Toggle,2025-07-10
sEtch,FRST,No,109,90,-4.0,270,0.35,10.00,1.40,Toggle,2022-05-03
SPYDOGE,BC,No,110,110,-4.0,250,0.55,6.00,1.60,Toggle,2020-03-26
SQQP,,No,110,100,-5.0,270,0.40,7.40,1.60,Toggle,2024-02-01
SSteve,UNSW,No,110,110,-4.0,240,0.20,10.00,1.00,Toggle,2020-03-26
Sad,MIBR,No,110,100,-3.0,270,0.45,3.10,2.00,Toggle,2022-10-31
sadstich,,No,110,110,-3.0,270,0.45,5.00,1.00,Toggle,2019-06-14
saizen,CLNT,No,110,90,-3.0,230,0.45,9.00,1.80,Toggle,2024-03-25
Salidow,,No,110,90,-3.0,250,0.45,5.20,1.60,Toggle,2022-04-24
Samba,CRH,No,110,100,-3.0,260,0.40,4.70,1.20,Toggle,2023-04-20
Sammy,RRW,No,110,100,-4.0,260,0.50,4.00,1.00,Toggle,2020-08-01
Santhino,VAL,No,110,100,-4.0,270,0.40,8.50,1.50,Toggle,2023-07-24
saphiix,RPV,No,110,100,-4.0,260,0.40,7.20,1.40,Toggle,2021-04-27
Sarak,BSCO,No,110,90,-5.0,260,0.40,6.40,1.70,Toggle,2024-04-18
Sauce,YAP,No,110,100,-4.0,280,0.35,7.50,1.50,Toggle,2025-02-17
Sauceyy,,No,110,90,-4.0,270,0.40,7.30,1.30,Toggle,2022-10-21
saucy,,No,110,100,-5.0,270,0.40,4.70,1.50,Toggle,2020-09-04
Savvy,,No,110,100,-4.0,260,0.40,7.00,1.00,Toggle,2021-08-25
saya,,No,110,100,-4.0,270,0.45,6.20,1.20,Toggle,2022-04-18
Sberg,,No,110,100,-5.0,270,0.50,6.60,1.00,Toggle,2020-12-18
Scarth,,No,109,100,-3.0,270,0.60,5.00,1.50,Toggle,2021-07-17
SchalkG,UNT,No,110,100,-4.0,270,0.40,10.00,1.40,Toggle,2022-01-03
ScoB,,No,110,100,-4.0,280,0.40,7.00,1.60,Toggle,2021-10-15
scream.,AH,No,110,90,-5.0,270,0.40,7.70,1.30,Toggle,2023-12-06
Scrub,WEST,No,110,100,-3.0,270,0.35,4.00,1.00,Toggle,2025-02-16
Scrub Killa,STMK,No,109,90,-5.0,270,0.35,5.00,1.30,Toggle,2024-08-26
Scrzbbles,,No,110,100,-4.0,260,0.35,4.50,1.30,Toggle,2025-01-09
scythe,R5M,No,110,100,-3.0,270,0.30,5.50,1.60,Toggle,2025-03-01
Sebadam,,No,110,100,-5.0,270,0.40,10.00,1.30,Toggle,2021-01-19
Seboraah,AG,No,110,90,-4.0,280,0.50,6.10,1.40,Toggle,2024-10-28
Sebs,,No,110,110,-5.0,270,0.40,10.00,1.20,Toggle,2021-05-14
seck,MRLS,No,110,100,-3.0,270,0.35,5.10,2.00,Toggle,2024-10-20
Seikoo,GK,No,110,100,-3.0,240,0.30,4.40,1.40,Toggle,2025-01-19
sele,RT,No,110,100,-5.0,250,0.45,7.00,1.50,Toggle,2022-01-22
seltt,VG,No,110,100,-3.0,250,0.35,5.10,1.50,Toggle,2025-10-05
Sergeant,,No,110,90,-4.0,270,0.35,4.00,1.50,Toggle,2024-04-20
shad,,No,109,100,-2.0,270,0.40,9.90,2.00,Toggle,2022-01-11
shadey,,No,108,100,-4.0,270,0.45,6.00,1.00,Toggle,2019-04-30
shadi,,No,110,100,-3.0,270,0.35,5.1,1.50,Toggle,2024-12-20
Shadow,,No,110,100,-5.0,270,0.40,7.00,1.50,Toggle,2021-08-18
Shakahron,,No,108,100,-3.0,270,0.70,5.50,1.20,Toggle,2020-10-02
shallow,SETU,No,110,100,-3.0,260,0.40,5.50,1.40,Toggle,2021-08-04
Shane,,No,110,90,-5.0,260,0.35,5.40,1.20,Toggle,2024-02-04
Shannon,,No,110,90,-3.0,230,0.55,5.00,1.50,Toggle,2025-10-09
shaolon,BT,No,110,100,-4.0,260,0.45,3.20,1.00,Toggle,2019-06-25
Shark.,,No,110,100,-3.0,270,0.65,4.70,1.20,Toggle,2024-07-13
Sharp,,No,110,110,-3.0,240,0.10,6.90,1.20,Toggle,2021-03-06
Sharp,DRMN,No,110,100,-5.0,270,0.30,7.50,1.30,Toggle,2021-07-15
shawneeboy,,No,103,110,-5.0,300,0.40,4.00,1.00,Toggle,2020-04-25
shila,AH,No,110,90,-5.0,270,0.45,6.10,1.60,Toggle,2024-06-06
Shin,ATY,No,110,100,-3.0,270,0.30,6.50,1.90,Toggle,2022-04-27
Shiro,,No,110,100,-4.0,270,0.45,4.20,1.20,Toggle,2021-06-03
shmacked,LCU,No,110,100,-3.0,270,0.35,4.90,1.00,Toggle,2025-02-17
Shock,,No,110,100,-5.0,270,0.45,2.30,1.00,Toggle,2021-07-18
Shoe,ZWOO,No,110,110,-3.0,270,0.50,4.20,1.50,Toggle,2019-12-18
Shorez,WEST,No,110,110,-3.0,270,0.50,8.50,1.40,Toggle,2025-02-17
Shuffleverse,SHU,No,109,90,-4.0,270,0.45,10.00,1.30,Toggle,2022-11-29
Shugs.,,No,110,90,-4.0,280,0.30,10.00,1.60,Toggle,2024-04-28
sigms,,No,107,110,-3.0,280,0.30,4.20,1.40,Toggle,2021-10-22
Siki,,No,110,90,-4.0,270,0.40,4.20,1.10,Toggle,2020-03-26
Sikii,,No,110,110,-3.0,270,0.40,6.00,1.20,Hold,2019-02-16
simas,CON,No,110,100,-3.0,270,0.45,6.90,1.70,Toggle,2025-01-19
Sinnicole,KU,No,109,110,-3.0,260,0.60,10.0,1.20,Toggle,2022-04-27
skies,DB,No,109,100,-2.0,270,0.50,10.00,1.50,Toggle,2022-07-19
SkillSteal,ASTR,No,109,100,-4.0,270,0.40,8.00,1.60,Toggle,2022-04-27
Skillz.,TRME,No,110,100,-3.0,270,0.35,10.00,1.60,Toggle,2021-08-06
skippy,,No,110,100,-3.0,280,0.30,7.50,1.20,Toggle,2025-01-17
Skworchi,,No,110,100,-3.0,270,0.35,4.20,1.40,Toggle,2024-04-28
Skyline,,No,110,110,-4.0,260,0.35,4.00,1.40,Toggle,2019-05-01
Skyrix,,No,110,90,-5.0,260,0.50,6.00,1.80,Toggle,2025-02-16
Skyzz,GRM,No,110,90,-2.0,290,0.35,4.70,1.40,Toggle,2025-02-17
SlaYeR,GOD,No,110,100,-5.0,270,0.45,5.00,1.50,Toggle,2024-04-02
Slepy,,No,109,110,-4.0,270,0.60,3.00,1.00,Toggle,2021-05-20
SleWeyy,,No,110,90,-4.0,270,0.40,2.90,1.00,Toggle,2020-07-25
Slumpii,,No,110,100,-5.0,270,0.65,7.00,1.60,Toggle,2023-01-09
Slushi,,No,110,110,-5.0,290,0.35,1.00,1.00,Toggle,2019-03-16
smashy,SEL,No,110,100,-3.0,270,0.35,10.00,1.90,Toggle,2025-02-19
Smokez,,No,110,100,-5.0,270,0.40,4.20,1.60,Toggle,2022-01-20
Smw,VSN,No,110,90,-5.0,260,0.45,7.40,1.20,Toggle,2022-03-20
snYpz,PSTV,No,110,100,-4.00,270,0.40,4.00,1.00,Toggle,2020-08-05
SnarfSnarf,,No,110,100,-3.0,300,0.70,3.20,1.00,Toggle,2018-10-04
snaz,FRND,No,109,100,-3.0,270,0.40,10.00,1.20,Toggle,2022-04-24
Sniper,,No,110,100,-3.0,290,0.75,4.50,1.30,Toggle,2023-03-01
snipjz.,OBVN,No,110,100,-4.0,280,0.45,5.50,1.60,Toggle,2022-01-23
snoozy,,No,109,100,-4.0,270,0.40,4.70,1.30,Toggle,2022-10-25
Snowy,,No,110,100,-4.0,280,0.55,6.00,1.50,Toggle,2021-02-11
Snowyy,,No,110,100,-5.0,270,0.40,10,1.10,Toggle,2023-06-11
Snub,JUI,No,110,90,-5.0,270,0.40,5.30,1.80,Toggle,2023-03-26
sobral,OBVN,No,110,100,-5.0,270,0.50,10.00,2.00,Toggle,2022-01-03
Sol,,No,110,100,-5.0,270,0.40,5.00,1.00,Toggle,2020-10-27
Sonoki,,No,110,110,-4,250,0.3,5.4,1.4,Toggle,2024-09-29
Sorius,20S,No,109,90,-4.0,270,0.40,4.00,1.10,Toggle,2022-04-18
sosa,FUT,No,110,100,-5.0,270,0.45,4.80,1.20,Toggle,2024-08-17
Sotex,,No,109,90,-4.0,260,0.25,4.20,1.70,Toggle,2024-10-11
Soulja,,No,110,100,-5.0,270,0.50,4.20,1.20,Toggle,2022-02-13
SoundsGuud,,No,110,110,-3.0,270,0.35,5.40,1.70,Toggle,2023-02-20
Sour,,No,110,90,-4.0,270,0.45,7.00,1.20,Toggle,2020-07-14
Sozya,,No,110,100,-2.0,270,0.50,5.00,1.30,Toggle,2022-03-20
Spade,KU,No,109,100,-3.0,270,0.40,6.90,1.50,Toggle,2023-01-18
Speed,SHU,No,109,110,-3.0,260,0.60,4.00,1.20,Toggle,2025-01-17
Sphinx,PDLC,No,110,100,-5.0,260,0.20,2.00,1.30,Toggle,2024-02-02
Splashy,DRMN,No,110,100,-5.0,270,0.40,5.50,1.20,Toggle,2021-08-09
Spoodah,CSUF,No,110,100,-4.0,270,0.40,3.80,1.00,Toggle,2022-03-13
spoods,,No,110,100,-4.0,270,0.40,6.60,1.20,Toggle,2022-07-31
Spratt,,No,110,110,-3.0,280,0.50,4.20,1.30,Toggle,2021-10-15
Spyder,,No,110,100,-4.0,280,0.40,7.80,1.30,Toggle,2022-06-16
Squigly,,No,110,100,-6.0,270,0.65,4.00,1.20,Toggle,2020-11-12
Squirrel,,No,110,100,-4.0,270,0.35,5.00,1.10,Toggle,2020-07-09
Squixxl,,No,108,110,-5.0,260,0.35,3.50,1.00,Toggle,2021-07-02
StaaR,,No,110,100,-3.0,270,0.40,4.20,1.40,Toggle,2025-04-25
Stade,LMIX,No,110,100,-3.0,270,0.35,7.20,1.80,Toggle,2024-04-14
Stake,COS,No,110,90,-3.0,270,0.55,4.30,1.40,Toggle,2021-03-29
Stat.,ROE,No,110,90,-4.0,270,0.40,7.00,1.50,Toggle,2024-05-25
stealth,,No,110,100,-5.0,270,0.40,7.20,1.40,Toggle,2021-07-16
Stealth.,MISS,No,110,90,-4.0,260,0.30,8.80,1.60,Toggle,2022-04-27
stizzy,VIT,No,110,100,-3.0,270,0.35,4.00,1.50,Toggle,2025-06-29
stocki,,No,110,100,-5.0,280,0.40,4.70,1.20,Toggle,2022-03-26
Stokelyy,,No,110,100,-4.0,270,0.45,6.50,1.00,Toggle,2021-04-09
Storm,KU,No,110,110,-3.0,270,0.45,10.00,1.70,Toggle,2020-12-15
Stqinless,,No,110,100,-5.0,270,0.45,4.70,1.30,Toggle,2022-10-01
Strutic,DCE,No,109,100,-3.0,270,0.40,10.00,1.40,Toggle,2022-03-08
Stvn,,No,110,100,-3.0,270,0.40,4.00,1.20,Toggle,2025-05-21
SubHallz,GIA,No,110,100,-5.0,270,0.40,5.00,1.30,Toggle,2021-10-15
suco,GOD,No,110,100,-3.0,270,0.35,10.00,2.00,Toggle,2024-05-09
Sultan.,NOVA,No,110,100,-3.0,270,0.45,5.10,1.50,Toggle,2025-02-03
Sum,,No,110,100,-5.0,270,0.50,5.50,1.60,Toggle,2023-05-03
Superlachie,TSM,No,110,100,-3.0,270,0.45,5.00,1.20,Toggle,2025-02-09
Suspect,TV,No,110,100,-3.0,270,0.40,3.50,1.20,Toggle,2025-02-23
Sway,,No,110,110,-4.0,240,0.80,4.00,1.00,Toggle,2020-10-27
swazz,CMK,No,110,100,-3.0,270,0.40,8.00,1.20,Toggle,2024-10-23
Sweaty,,No,110,100,-5.0,250,0.40,7.00,1.30,Toggle,2021-10-22
swiftt,FUR,No,110,100,-3.0,270,0.35,10.00,2.00,Toggle,2024-10-20
swoopin,,No,110,110,-3.0,260,0.45,4.00,1.20,Toggle,2022-04-27
Syke,,No,109,100,-5.0,260,0.65,8.00,1.50,Toggle,2025-02-07
Syn,RBRN,No,110,90,-5.0,270,0.35,10.00,1.20,Toggle,2024-05-12
Sypical,,No,110,100,-5.0,270,0.40,4.70,1.20,Toggle,2022-07-24
syracks,,No,110,100,-3.0,270,0.45,7.00,1.80,Toggle,2024-04-19
Sythe,777,No,110,100,-4.0,270,0.45,8.20,1.20,Toggle,2022-04-26
Szaro,,No,110,110,-4.0,270,0.40,4.50,1.80,Toggle,2021-08-01
T7LM,TV,No,110,90,-4.0,280,0.40,7.50,1.10,Toggle,2021-10-16
t9berh,2n,No,110,100,-3.0,270,0.35,9.10,1.00,Toggle,2022-04-28
TORRES8232,,No,110,110,-5.0,260,0.75,4.50,1.50,Toggle,2025-08-16
TaTu,FLEX,No,110,100,-5.0,270,0.45,6.50,1.60,Toggle,2021-08-05
Tacostash84,SSU,No,110,120,-3.0,300,0.50,1.00,1.00,Toggle,2022-12-05
TacticalWhiffs,CSLB,No,105,100,-4.0,270,0.70,7.00,1.40,Toggle,2023-04-03
Taha,UNT,No,109,100,-3.0,270,0.40,7.00,1.20,Toggle,2022-05-05
Tahz,DYN,No,110,110,-3.0,270,0.50,5.00,1.70,Toggle,2020-03-08
takara.,,No,110,90,-5.0,260,0.50,6.70,1.40,Toggle,2023-10-31
Talliebird,JUI,No,110,100,-3.0,270,0.35,5.50,1.50,Toggle,2023-07-23
tango,,No,110,100,-4.0,260,0.60,4.70,1.70,Toggle,2020-01-26
Tank,,No,110,90,-4.0,260,0.40,6.30,1.30,Toggle,2025-02-18
Taroco,,No,110,100,-4.0,270,0.45,8.00,1.00,Toggle,2024-04-26
Tatagane123,RTT,No,110,90,-3.0,270,0.30,8.00,1.50,Toggle,2020-05-04
Tawk,,No,109,90,-4.0,270,0.45,7.40,1.60,Toggle,2025-01-17
taysech,,No,110,100,-4.0,260,0.55,6,1.50,Toggle,2023-10-29
tcorrell,HU,No,110,90,-5.0,270,0.35,6.00,1.50,Toggle,2025-01-17
tehqoz,FB,No,110,100,-3.0,270,0.35,5.50,1.40,Toggle,2024-10-20
Tekoz,UL,No,110,90,-3.0,270,0.40,6.00,1.20,Toggle,2023-04-20
temma,,No,110,90,-4.0,270,0.40,6.50,1.70,Toggle,2021-10-22
TempoH,2D1B,No,110,100,-3.0,250,0.60,4.00,1.00,Toggle,2025-06-07
Tenhow,,No,110,100,-5.0,270,0.40,4.70,1.20,Toggle,2022-04-27
tepra,TCK,No,110,100,-3.0,280,0.35,7.00,1.20,Toggle,2023-11-09
Texo,,No,110,100,-3.0,270,0.10,2.00,2.00,Toggle,2020-05-31
Tfzu.,,No,110,90,-5.0,270,0.35,5.20,1.50,Toggle,2025-08-27
ThO.,,No,110,100,-5.0,270,0.40,7.00,1.20,Toggle,2021-03-29
The Optimistic Noob,,No,110,100,-5.0,280,0.35,5.00,1.30,Toggle,2021-10-02
Thimoinho,IRIE,No,110,100,-3.0,270,0.50,6.20,1.80,Toggle,2021-11-28
Thundah,,No,110,100,-3.0,260,0.45,5.00,1.50,Toggle,2021-07-14
Thyyder,ZNE,No,110,90,-5.00,270,0.35,3.5,1.70,Toggle,2023-10-01
Tide,IU,No,110,90,-5.0,270,0.40,5.50,1.50,Toggle,2022-09-18
tide.,MRA,No,110,90,-4.0,270,0.45,10.00,1.70,Toggle,2025-09-04
Tigreee,BPX,No,110,100,-3.0,270,0.40,4.70,1.20,Toggle,2024-10-22
timi,,No,110,110,-4.0,270,0.45,5.00,1.00,Toggle,2020-08-19
Timmy,RTT,No,110,100,-5.0,270,0.40,2.20,1.80,Toggle,2023-04-30
TimmyJS,,No,110,100,-6.0,260,0.50,5.00,1.50,Toggle,2021-10-22
Tinny,,No,108,110,-3.0,280,0.50,4.10,1.20,Toggle,2018-09-12
Titanium,GMU,No,110,110,-3.0,270,0.40,6.50,1.60,Toggle,2020-08-14
Titoh,EXE,No,110,100,-3.0,280,0.50,6.00,1.60,Toggle,2021-01-17
Tjester,,No,110,100,-3.0,270,0.50,2.50,1.00,Toggle,2022-04-10
Tkay,,No,110,100,-4.0,260,0.60,6.50,1.20,Toggle,2022-10-01
tms,NOE,No,110,90,-5.0,270,0.35,4.00,1.0,Toggle,2025-09-03
tnt.,KSU,No,110,100,-4.0,270,0.40,7.50,1.60,Toggle,2023-09-26
Toastie,,No,110,100,-5.0,270,0.45,4.50,1.30,Toggle,2023-03-03
tokyo,FFF,No,110,90,-4.0,270,0.45,7.5,1.40,Toggle,2022-07-27
Tokyo,UDEM,No,105,100,-3.0,260,0.40,3.30,1.50,Toggle,2022-05-06
Toli.,EKO,No,110,100,-3.0,270,0.30,5.50,1.50,Toggle,2024-02-16
tom,SETU,No,110,90,-4.0,270,0.35,5.00,1.70,Toggle,2025-02-17
tone,,No,110,90,-3.0,260,0.40,10.00,1.90,Toggle,2022-10-08
Tonio,,No,110,100,-5.0,270,0.40,5.00,1.40,Toggle,2022-01-02
Tool,ZOO,No,110,90,-5.0,270,0.40,7.00,1.50,Toggle,2024-04-12
TopCheese,ROX,No,110,100,-5.0,270,0.40,5.00,1.00,Toggle,2021-07-25
Torsos,WC,No,110,100,-3.0,270,0.40,10.00,1.40,Toggle,2025-02-16
Tossis.,VS,No,110,90,-3.0,270,0.35,10.00,2.00,Toggle,2025-05-04
Tox,QAD,No,110,110,-3.0,260,0.45,1.00,1.10,Toggle,2021-05-18
Toxiic,QAD,No,109,100,-4.0,270,0.40,7.00,1.30,Toggle,2022-01-09
Tr3bla,R4G,No,110,100,-3.0,260,0.35,5.60,1.70,Toggle,2025-07-05
trbo,MNN,No,109,100,-3.0,270,0.35,4.00,1.30,Toggle,2024-01-19
Trent,,No,109,90,-4.0,270,0.45,5.10,1.20,Toggle,2025-02-17
trevor,UA-G,No,110,100,-3.0,270,0.30,4.00,1.30,Toggle,2023-10-13
Trex,,No,110,100,-5.0,270,0.40,6.00,1.20,Toggle,2021-01-17
Tricky,,No,110,100,-5.0,270,0.40,6.90,1.20,Toggle,2025-02-17
trin,OMEN,No,110,90,-4.0,240,0.40,5.80,1.80,Toggle,2024-02-02
triton.,,No,110,100,-3.0,270,0.40,7.30,1.70,Toggle,2024-05-12
Trk511,TWIS,No,110,100,-5.0,270,0.40,5.70,1.00,Toggle,2024-12-08
Trook,ZTX,No,110,90,-5.0,270,0.45,6.80,1.60,Toggle,2024-04-25
Trstn,,No,110,100,-5.0,220,0.25,10.00,1.60,Toggle,2022-02-26
tulendeena,AAU,No,110,100,-4.0,260,0.50,7.00,1.20,Toggle,2020-08-04
Turbopolsa,,No,110,100,-4.0,270,0.40,4.40,1.50,Toggle,2022-01-02
Turinturo,,No,110,100,-4.00,270,0.50,7.60,1.20,Toggle,2021-06-19
turtle,UMD,No,110,100,-4.0,260,0.40,4.00,1.10,Toggle,2020-09-06
tuv,,No,110,100,-4.0,270,0.50,8.00,1.30,Toggle,2022-04-19
Tvaristo,,No,110,90,-5.0,270,0.45,5.40,1.40,Toggle,2021-07-15
Twister.,77B,No,110,100,-3.0,270,0.30,10.00,1.50,Toggle,2024-02-17
twistt,86,No,110,100,-3.0,260,0.55,10.00,2.00,Toggle,2023-02-19
Twiz,ROC,No,110,100,-5.0,270,0.40,5.00,1.00,Toggle,2021-10-17
twnzr,77B,No,110,100,-4.0,270,0.25,6.70,1.40,Toggle,2024-01-02
TxMpeR,,No,110,100,-3.0,260,0.50,6.00,1.50,Toggle,2024-02-21
Ty,,No,110,100,-4.0,270,0.40,4.20,1.20,Toggle,2019-01-12
tybu,MOM,No,110,100,-3.0,270,0.35,7.20,1.20,Toggle,2024-05-05
Tyme,,No,110,100,-4.0,270,0.50,5.30,1.00,Toggle,2021-06-05
tyro,,No,110,90,-5.0,270,0.40,5.50,1.40,Toggle,2025-04-22
Tyzai,,Yes,110,90,-4.0,270,0.40,4.70,1.80,Toggle,2024-07-24
UmBroken,TPS,No,110,100,-3.0,270,0.40,8.00,2.00,Toggle,2025-05-30
VKSailen,,No,110,110,-3.0,290,0.60,3.10,1.20,Toggle,2023-01-11
vadyy,CLNT,No,110,90,-5.0,270,0.35,6.00,1.20,Toggle,2025-03-08
valid,,No,110,90,-5.0,240,0.40,10.00,1.40,Toggle,2025-05-05
valt,,No,110,90,-3.0,270,0.45,3.00,1.60,Toggle,2022-04-27
Vano,BUH,No,110,100,-3.0,270,0.40,6.00,1.80,Toggle,2024-10-22
Vatira,KC,No,110,90,-5.0,270,0.35,7.10,1.50,Toggle,2025-06-12
Vegas,VTL,No,110,100,-3.0,270,0.40,6.60,1.30,Toggle,2022-04-18
vehxzy,MID,No,109,90,-5.0,260,0.35,10.00,1.30,Toggle,2022-08-29
Vella,EVE,No,110,110,-4.0,270,0.55,5.50,1.50,Toggle,2025-10-07
velocity,IT,No,110,100,-3.0,270,0.35,4.00,1.20,Toggle,2025-02-05
Venom,TV,No,110,110,-3.0,270,0.35,5.00,1.00,Toggle,2021-10-17
Vesh,SCC,No,108,110,-3.0,280,0.65,4.00,1.40,Toggle,2025-01-09
Viktor,GOD,No,110,100,-4.0,240,0.65,5.50,1.40,Toggle,2025-06-16
Vince,,No,110,110,-3.0,280,0.40,4.30,1.20,Toggle,2021-07-22
virtuoso,,No,110,90,-4.0,270,0.60,7.10,1.70,Toggle,2023-08-19
Vis,,No,110,100,-3.0,270,0.40,5.60,1.20,Toggle,2022-09-17
Volts,KEY,No,105,100,-3.0,310,0.50,2.00,1.00,Toggle,2020-08-22
vorceful,DR,No,110,100,-5.0,270,0.35,6.50,1.30,Toggle,2025-02-16
vortexioz,,No,110,100,-4.0,270,0.45,7.00,1.20,Toggle,2019-06-07
Vult,,No,110,110,-3.0,270,0.40,4.70,1.20,Toggle,2022-02-13
Waffle,,No,105,110,-4.0,270,0.20,2.50,1.00,Toggle,2018-09-13
Wahvey,,No,110,90,-3.0,260,0.45,5.4,1.40,Toggle,2025-01-19
waiwai,,No,110,100,-3.0,270,0.70,3.70,1.20,Toggle,2021-10-22
Walcott,BC,No,110,110,-3.0,270,0.60,6.00,2.00,Toggle,2020-03-26
WarBean,,No,110,90,-3.0,250,0.45,7.00,1.00,Toggle,2020-09-09
Waves,,No,110,90,-4.0,270,0.40,5.00,1.00,Toggle,2021-05-31
Wee_Casper,WRG,No,110,110,-5.0,270,0.40,4.70,1.50,Toggle,2025-09-11
Weins,ZEN,No,110,90,-3.0,250,0.20,6.00,1.20,Toggle,2023-05-15
wellace,STED,No,110,90,-4.0,270,0.40,5.00,1.00,Toggle,2020-05-18
wells,ZFSS,No,110,110,-5.0,280,0.50,7.00,1.90,Toggle,2022-04-27
Werty ^^,LFO,No,110,110,-4.0,260,0.60,3.50,1.80,Toggle,2022-10-08
Whale,OU,No,110,100,-3.0,270,0.45,7.00,1.60,Toggle,2022-08-29
wheat,UNLV,No,110,100,-3.0,260,0.45,7.00,1.20,Toggle,2023-02-28
Wiiilooo,,No,100,90,-4.0,270,1.00,10.00,1.70,Toggle,2022-01-24
WildFire,DC,No,110,110,-4.0,270,0.60,5.60,1.00,Toggle,2020-11-29
Willie,FLR,No,110,100,-3.0,270,0.40,10.00,1.50,Toggle,2024-03-06
wisty,AMT,No,110,100,-3.0,270,0.35,10.00,1.20,Toggle,2024-07-13
Wizz,,No,110,90,-4.0,270,0.45,10.00,1.50,Toggle,2025-01-03
Wolftic,,No,110,90,-1.0,270,0.30,7.40,1.00,Toggle,2024-02-13
WondaMike,,No,110,90,-4.0,270,0.40,5.90,1.50,Toggle,2023-10-19
Wonder,,No,110,90,-5.0,270,0.35,5.00,1.30,Toggle,2021-04-09
wovah,BST,No,110,100,-3.0,270,0.35,8.00,1.30,Toggle,2023-04-03
wozyen,SICK,No,110,90,-5.0,270,0.35,4.00,1.00,Toggle,2024-05-04
wuzy,BSU,No,110,100,-3.0,270,0.35,4.70,1.30,Toggle,2025-02-23
wylew,,No,110,100,-4.0,260,0.60,6.00,1.30,Toggle,2025-05-05
xEpt.,MF,No,110,90,-3.0,260,0.60,7.00,2.00,Toggle,2024-12-22
xel,CBL,No,110,90,-4.0,270,0.40,1.50,0.75,Toggle,2025-04-21
xpurt,,No,109,100,-3.0,270,0.45,5.50,1.30,Toggle,2023-03-03
Xyz45,BOY2,No,109,100,-3.0,270,0.50,5.50,1.30,Toggle,2023-02-06
Yagi,,No,110,100,-3.0,260,0.45,5.10,1.40,Toggle,2020-03-08
yanD,,No,110,100,-3.0,270,0.35,4.70,2.00,Toggle,2025-05-30
yANXNZ,FUR,No,110,100,-3.0,270,0.35,10.00,2.00,Toggle,2025-03-30
yas,BSCO,No,110,100,-3.0,270,0.35,6.10,1.80,Toggle,2025-07-26
Yazeed,GK,No,110,90,-5.0,270,0.35,10.00,1.50,Toggle,2023-02-16
yeatzy,,No,110,100,-2.0,260,0.55,4.70,1.20,Toggle,2018-12-20
Yis,BZAC,No,110,90,-5.0,270,0.35,6.80,1.50,Toggle,2025-05-30
YoPeGo,,No,110,80,-6.0,280,0.40,7.00,1.30,Toggle,2021-10-16
yotam,KOJI,No,110,100,-3.0,270,0.40,5.00,1.20,Toggle,2023-04-21
Youngstar,R4G,No,109,100,-3.0,260,0.60,5.00,1.70,Toggle,2024-11-14
Yousef,,No,110,90,-4.0,280,0.40,6.70,1.50,Toggle,2022-05-30
yova,CRIS,No,110,90,-5.0,270,0.30,4.00,1.00,Toggle,2025-02-07
yua,QAD,No,110,100,-3.0,270,0.35,4.30,1.20,Toggle,2025-05-02
yujin,,No,110,100,-2.00,270,0.20,4.00,1.00,Toggle,2025-03-02
Yujn,,No,110,90,-4.0,290,1.00,5.0,1.0,Toggle,2020-11-07
Yukeo,ATZE,No,109,90,-3.0,270,0.40,1.80,1.80,Toggle,2022-03-10
Yukiss,,No,110,100,-3.0,240,0.70,4.20,1.40,Toggle,2022-03-20
z4,WDK,No,110,100,-4.0,270,0.45,8.10,1.50,Toggle,2025-05-08
ZPS,,No,110,100,-3.0,270,0.35,6.0,1.60,Toggle,2024-04-02
Zamberg,OGC,No,108,110,-3.0,260,0.50,4.20,1.00,Toggle,2021-02-16
Zamué,LHDP,No,108,110,-3.0,260,0.65,7.30,1.30,Toggle,2021-08-06
Zanejackey,,No,110,90,-4.0,270,0.65,5.00,1.30,Toggle,2024-07-02
Zany,,No,110,90,-5.0,270,0.35,6.30,1.40,Toggle,2025-04-26
Zaphare,,No,110,100,-3.0,270,0.50,6.00,1.30,Toggle,2020-03-08
zath,EXE,No,110,90,-3.0,270,0.40,4.10,1.30,Toggle,2022-10-17
